ID, MSE, PSNR, SSIM, LPIPS
102, 0.00060744, 32.16496228, 0.98044199, 0.04304597 
103, 0.00059527, 32.25289093, 0.98054790, 0.04145261 
104, 0.00054579, 32.62978076, 0.98114949, 0.04217305 
105, 0.00054429, 32.64165790, 0.98105103, 0.04246650 
106, 0.00050981, 32.92589870, 0.98106277, 0.04466543 
107, 0.00051531, 32.87933852, 0.98126632, 0.04073155 
108, 0.00050399, 32.97577091, 0.98152453, 0.04010589 
109, 0.00051704, 32.86478036, 0.98126030, 0.04139775 
110, 0.00052799, 32.77372633, 0.98105842, 0.04317756 
111, 0.00051255, 32.90260554, 0.98105288, 0.04081143 
112, 0.00051617, 32.87206510, 0.98135787, 0.04441962 
113, 0.00048761, 33.11926334, 0.98133111, 0.04073241 
114, 0.00050794, 32.94190709, 0.98142701, 0.04142985 
115, 0.00046589, 33.31715730, 0.98202270, 0.04002060 
116, 0.00045833, 33.38823918, 0.98236996, 0.03788047 
117, 0.00043568, 33.60834720, 0.98241752, 0.03859841 
118, 0.00043168, 33.64840000, 0.98200268, 0.04193917 
119, 0.00039315, 34.05438702, 0.98410207, 0.03585715 
120, 0.00035614, 34.48376663, 0.98379976, 0.03902189 
121, 0.00033995, 34.68580495, 0.98476738, 0.04055946 
122, 0.00032413, 34.89284436, 0.98493791, 0.03564702 
123, 0.00034034, 34.68081039, 0.98393399, 0.03665188 
124, 0.00038193, 34.18019135, 0.98268604, 0.03857500 
125, 0.00039172, 34.07027859, 0.98291683, 0.04138909 
126, 0.00034845, 34.57856805, 0.98417735, 0.03563516 
127, 0.00034879, 34.57435690, 0.98287314, 0.03703124 
128, 0.00031213, 35.05664250, 0.98385209, 0.03737739 
129, 0.00029483, 35.30422869, 0.98401970, 0.03721363 
130, 0.00028013, 35.52645185, 0.98387867, 0.03734905 
131, 0.00026810, 35.71703226, 0.98423827, 0.04058714 
132, 0.00025441, 35.94472134, 0.98446071, 0.03910880 
133, 0.00024858, 36.04530092, 0.98440748, 0.03985652 
134, 0.00023667, 36.25857952, 0.98454583, 0.04000732 
135, 0.00025171, 35.99092186, 0.98352265, 0.04330815 
136, 0.00023830, 36.22870794, 0.98448735, 0.04117222 
137, 0.00024135, 36.17357115, 0.98399824, 0.04286520 
138, 0.00022894, 36.40274209, 0.98479074, 0.03827545 
139, 0.00022519, 36.47443433, 0.98439282, 0.03769278 
140, 0.00023771, 36.23944886, 0.98403496, 0.03791002 
141, 0.00025898, 35.86733629, 0.98301041, 0.03870837 
142, 0.00025192, 35.98737417, 0.98240250, 0.04286357 
143, 0.00026556, 35.75830206, 0.98147207, 0.04761938 
144, 0.00025606, 35.91660559, 0.98158163, 0.04515413 
145, 0.00029226, 35.34233653, 0.98016661, 0.05152649 
146, 0.00026841, 35.71198547, 0.98095292, 0.04354428 
147, 0.00027742, 35.56860985, 0.98008251, 0.04844113 
148, 0.00029298, 35.33164448, 0.97986722, 0.04535133 
149, 0.00028564, 35.44180828, 0.98022944, 0.04636924 
150, 0.00029220, 35.34322624, 0.98012930, 0.04407350 
151, 0.00029640, 35.28122630, 0.97904038, 0.04983074 
152, 0.00031107, 35.07142757, 0.97923601, 0.04661372 
153, 0.00031388, 35.03240451, 0.97942942, 0.04385456 
154, 0.00032183, 34.92373420, 0.97918230, 0.04961821 
155, 0.00028804, 35.40545313, 0.97926146, 0.04197671 
156, 0.00026785, 35.72108912, 0.97998309, 0.04623660 
157, 0.00027975, 35.53232517, 0.97921544, 0.04960050 
158, 0.00027202, 35.65400002, 0.97993290, 0.05120113 
159, 0.00027805, 35.55877521, 0.97938412, 0.05003344 
160, 0.00024459, 36.11558327, 0.97930712, 0.04997389 
161, 0.00024485, 36.11105206, 0.97975433, 0.04902566 
162, 0.00024471, 36.11341960, 0.97923630, 0.04901275 
163, 0.00021952, 36.58532543, 0.98064464, 0.04705717 
164, 0.00021313, 36.71351503, 0.98135757, 0.04508723 
165, 0.00020488, 36.88498257, 0.98181939, 0.04652759 
166, 0.00020342, 36.91604516, 0.98141354, 0.04782183 
167, 0.00019400, 37.12194475, 0.98204857, 0.04938589 
168, 0.00018109, 37.42100193, 0.98305821, 0.04613500 
169, 0.00019331, 37.13742117, 0.98235059, 0.04813049 
170, 0.00018760, 37.26759446, 0.98295951, 0.04773507 
171, 0.00020786, 36.82237725, 0.98253000, 0.05133367 
172, 0.00019772, 37.03951602, 0.98271108, 0.05367105 
173, 0.00018494, 37.32965355, 0.98374510, 0.05006114 
174, 0.00018273, 37.38184197, 0.98436558, 0.04721984 
175, 0.00018510, 37.32584231, 0.98390776, 0.04681940 
176, 0.00017887, 37.47466691, 0.98452413, 0.04682646 
177, 0.00017542, 37.55932156, 0.98409712, 0.04483558 
178, 0.00015681, 38.04625405, 0.98568678, 0.03800675 
179, 0.00016752, 37.75930572, 0.98493266, 0.04075134 
180, 0.00017334, 37.61105732, 0.98546916, 0.04012582 
181, 0.00015753, 38.02633926, 0.98588914, 0.03998465 
182, 0.00015683, 38.04580389, 0.98567295, 0.03989783 
183, 0.00014799, 38.29762008, 0.98682231, 0.03843608 
184, 0.00013806, 38.59939682, 0.98591691, 0.03904090 
185, 0.00012775, 38.93647360, 0.98710567, 0.03829360 
186, 0.00012674, 38.97073307, 0.98716336, 0.04221674 
187, 0.00012959, 38.87421341, 0.98703849, 0.04009889 
188, 0.00012913, 38.88964433, 0.98718584, 0.03956870 
189, 0.00013593, 38.66673919, 0.98698968, 0.04156914 
190, 0.00014490, 38.38925167, 0.98659873, 0.04172450 
191, 0.00013755, 38.61537615, 0.98751372, 0.03936412 
192, 0.00014309, 38.44400342, 0.98720968, 0.03656581 
193, 0.00016059, 37.94292906, 0.98672765, 0.03720449 
194, 0.00015821, 38.00757937, 0.98680717, 0.03398389 
195, 0.00016639, 37.78863045, 0.98672968, 0.03649276 
196, 0.00018405, 37.35053386, 0.98638386, 0.03539904 
197, 0.00019307, 37.14290715, 0.98638660, 0.03678413 
198, 0.00018403, 37.35117875, 0.98668945, 0.03227926 
199, 0.00019826, 37.02765869, 0.98587614, 0.03502847 
AVERAGES: 0.0003, 35.949, 0.983, 0.042
