ID, MSE, PSNR, SSIM, LPIPS
102, 0.00588081, 22.30563069, 0.88686490, 0.11624265 
103, 0.00619633, 22.07865603, 0.88474232, 0.11810836 
104, 0.00692748, 21.59424808, 0.87993783, 0.11566025 
105, 0.00818666, 20.86893406, 0.87420684, 0.11984289 
106, 0.00855373, 20.67844399, 0.87032014, 0.12813890 
107, 0.00919910, 20.36254590, 0.86735338, 0.11966246 
108, 0.01001583, 19.99313119, 0.86491197, 0.12307193 
109, 0.01014032, 19.93948367, 0.86507475, 0.12350696 
110, 0.00976226, 20.10449624, 0.86551857, 0.12485441 
111, 0.00943818, 20.25111685, 0.86792719, 0.12494504 
112, 0.00933913, 20.29693773, 0.86995703, 0.13751687 
113, 0.00919481, 20.36457419, 0.87206453, 0.13891491 
114, 0.00890573, 20.50330647, 0.87205917, 0.13530302 
115, 0.00922388, 20.35086300, 0.86991215, 0.13735649 
116, 0.00903945, 20.43857838, 0.87221044, 0.12663856 
117, 0.00879594, 20.55717680, 0.87384439, 0.12648040 
118, 0.00922971, 20.34811754, 0.87557364, 0.13054238 
119, 0.01005448, 19.97640413, 0.87900645, 0.12990299 
120, 0.01095681, 19.60315949, 0.88233370, 0.13330574 
121, 0.01154817, 19.37487011, 0.88452721, 0.12988439 
122, 0.01091502, 19.61975482, 0.88869590, 0.12543006 
123, 0.01055005, 19.76745364, 0.89023739, 0.12292673 
124, 0.01014110, 19.93915103, 0.89144003, 0.12277345 
125, 0.01017593, 19.92425954, 0.89108086, 0.11951944 
126, 0.01045896, 19.80511412, 0.89044571, 0.12448291 
127, 0.01070446, 19.70435403, 0.88707489, 0.12382014 
128, 0.01153787, 19.37874484, 0.88095880, 0.13343094 
129, 0.01206099, 19.18617090, 0.87795180, 0.13908188 
130, 0.01186684, 19.25664757, 0.87345088, 0.13206762 
131, 0.01124595, 19.49004027, 0.86813229, 0.12989309 
132, 0.01044065, 19.81272601, 0.86346376, 0.12929940 
133, 0.00983256, 20.07333473, 0.86031681, 0.13428608 
134, 0.00981241, 20.08224397, 0.85738951, 0.13271743 
135, 0.01009522, 19.95884210, 0.85192335, 0.13956371 
136, 0.01077410, 19.67618877, 0.84594476, 0.14650503 
137, 0.01090131, 19.62521254, 0.84614289, 0.15509167 
138, 0.01138121, 19.43811747, 0.83923006, 0.16422749 
139, 0.01177522, 19.29031149, 0.83544445, 0.16224948 
140, 0.01227486, 19.10983405, 0.83010358, 0.16658562 
141, 0.01255915, 19.01039902, 0.82514006, 0.17853302 
142, 0.01248301, 19.03680614, 0.82098377, 0.17261243 
143, 0.01254632, 19.01483592, 0.81827760, 0.17103508 
144, 0.01243162, 19.05472317, 0.81635535, 0.16489065 
145, 0.01231754, 19.09476113, 0.81855500, 0.16035689 
146, 0.01195620, 19.22406660, 0.82101774, 0.17344695 
147, 0.01145941, 19.40837664, 0.82334882, 0.18240547 
148, 0.01133864, 19.45439211, 0.82405102, 0.18628940 
149, 0.01129577, 19.47084219, 0.82009083, 0.18931742 
150, 0.01170790, 19.31521165, 0.81592774, 0.18880250 
151, 0.01220599, 19.13426923, 0.81139398, 0.19630881 
152, 0.01236083, 19.07952404, 0.81406945, 0.19726834 
153, 0.01250532, 19.02905129, 0.81188732, 0.19785948 
154, 0.01243070, 19.05504463, 0.81154215, 0.19196829 
155, 0.01281358, 18.92329476, 0.81045258, 0.19378212 
156, 0.01301958, 18.85402888, 0.80862820, 0.19982639 
157, 0.01289576, 18.89552928, 0.80883753, 0.19900754 
